x,y,STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
-57.61666667,47.61666667,45287,BURGEO NL,NL,NEWFOUNDLAND,CAN,473700000,-573700000,NST,10.6,8400801,ABF,71152,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,1/23/2006 2:30,6/7/2022 12:30,1/23/2006 2:30,6/7/2022 12:30,8/1/2006 0:00,6/7/2022 0:00,8/1/2006 0:00,7/1/2007 0:00,Y,N,Y
-58.55,48.54138889,52759,STEPHENVILLE A,NL,NEWFOUNDLAND,CAN,483229000,-583300000,NST,24.7,8403801,YJT,71815,Aviation-Staffed,,,,NAVCAN,NAV Canada,9/30/2014 11:30,6/7/2022 12:30,9/30/2014 11:30,6/7/2022 12:30,10/2/2014 0:00,6/7/2022 0:00,,,Y,N,Y
-114.8827778,49.74527778,1207,SPARWOOD,BC,BRITISH COLUMBIA,CAN,494443000,-1145258000,MST,1137.7,1157630,,,Climate-Staffed,D,1,5,CCN,Co-operative Climate Network,1/1/1980 0:00,2/22/2020 0:00,3/3/1980 7:00,10/2/2014 11:00,3/1/1980 0:00,2/22/2020 0:00,1/1/1980 0:00,2/1/2007 0:00,Y,Y,Y
-91.9,50.11666667,3969,SIOUX LOOKOUT A,ON,ONTARIO,CAN,500700000,-915400000,CST,383.1,6037775,,,Aviation-Staffed,A,1,1,,,1/1/1938 0:00,2/14/2013 12:00,1/1/1953 0:00,2/14/2013 12:00,8/1/1938 0:00,2/13/2013 0:00,1/1/1938 0:00,2/1/2013 0:00,N,Y,Y
-94.66666667,53.86666667,7327,ISLAND LAKE (AUT),MB,MANITOBA,CAN,535200000,-944000000,CST,239.3,5061377,,,N/A,,,,,,2/28/1979 18:00,4/12/1986 0:00,2/28/1979 18:00,4/12/1986 0:00,,,,,N,N,Y
-102.4294444,65.09972222,7337,ROBERTSON LAKE (AUT),NU,NUNAVUT,CAN,650559000,-1022546000,CST,243.7,2303610,WTD,71490,Climate-Auto,G,1,8,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,11/9/1992 15:00,6/7/2022 12:30,11/9/1992 15:00,6/7/2022 12:30,12/6/1994 0:00,6/7/2022 0:00,4/1/1998 0:00,11/1/2007 0:00,Y,N,Y
-97.5545,51.08336111,8993,FISHER BRANCH (AUT),MB,MANITOBA,CAN,510500100,-973316200,CST,253,50309J6,WSZ,71442,Climate-Auto,G,1,8,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,12/2/1992 0:00,6/7/2022 12:30,2/1/1994 1:00,6/7/2022 12:30,12/2/1992 0:00,6/7/2022 0:00,1/1/1999 0:00,11/1/2007 0:00,Y,N,Y
-109.1666667,51.46666667,3233,KINDERSLEY KY,SK,SASKATCHEWAN,CAN,512800000,-1091000000,CST,683.4,4043920,,,N/A,E,1,6,,,1/1/1958 0:00,12/1/1984 0:00,7/1/1958 5:00,8/31/1984 0:00,7/1/1958 0:00,8/31/1984 0:00,1/1/1958 0:00,12/1/1984 0:00,Y,N,Y
-123.4669444,60.235,1646,FORT LIARD A,NT,NORTHWEST TERRITORIES,CAN,601406000,-1232801000,MST,215.8,2201575,YJF,,N/A,C,1,4,,,1/1/1973 0:00,11/27/2014 0:00,7/24/1973 8:00,10/2/2014 11:00,7/1/1973 0:00,11/27/2014 0:00,1/1/1973 0:00,8/1/2007 0:00,Y,Y,Y
-115.7827778,60.83972222,1664,HAY RIVER A,NT,NORTHWEST TERRITORIES,CAN,605023000,-1154658000,MST,164.9,2202400,YHY,71935,N/A,A,1,1,,,1/1/1943 0:00,9/4/2014 11:00,1/1/1953 0:00,9/4/2014 11:00,4/1/1943 0:00,9/3/2014 0:00,1/1/1943 0:00,9/1/2014 0:00,N,Y,Y
-106.7166667,52.16666667,3328,SASKATOON DIEFENBAKER INT'L A,SK,SASKATCHEWAN,CAN,521000000,-1064300000,CST,504.1,4057120,YXE,71866,Aviation-Staffed,A,1,1,,,1892-01-01 00:00:00,3/20/2012 7:00,1/1/1953 0:00,3/20/2012 7:00,1892-03-01 00:00:00,3/19/2012 0:00,1892-01-01 00:00:00,11/1/2007 0:00,N,Y,Y
-102.6833333,50.38333333,26851,BROADVIEW,SK,SASKATCHEWAN,CAN,502300000,-1024100000,CST,600.1,401I010,WXU,,Climate-Auto,G,1,8,,,6/1/1995 0:00,10/19/2009 0:00,6/1/1995 10:00,9/30/2003 12:00,6/1/1995 0:00,10/19/2009 0:00,1/1/1996 0:00,9/1/2003 0:00,Y,N,Y
-97.24944444,49.91666667,27174,WINNIPEG A CS,MB,MANITOBA,CAN,495500000,-971458000,CST,238.7,502S001,XWG,71849,Climate-Auto,G,1,8,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,10/1/1996 0:00,6/7/2022 12:30,12/10/2013 9:00,6/7/2022 12:30,10/1/1996 0:00,6/7/2022 0:00,10/1/1996 0:00,11/1/2007 0:00,Y,N,Y
-103.7,58.18333333,3361,COLLINS BAY,SK,SASKATCHEWAN,CAN,581100000,-1034200000,CST,491.9,4061630,WKC,,N/A,D,1,5,,,1/1/1972 0:00,12/1/1990 0:00,9/1/1972 6:00,5/31/1990 18:00,9/1/1972 0:00,5/31/1990 0:00,1/1/1972 0:00,12/1/1990 0:00,Y,N,Y
-101.1,53.96666667,43983,THE PAS CLIMATE,MB,MANITOBA,CAN,535800000,-1010600000,CST,274,5052890,PQD,71695,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,8/22/2005 0:00,6/7/2022 12:30,8/22/2005 15:00,6/7/2022 12:30,8/22/2005 0:00,6/7/2022 0:00,8/1/2007 0:00,11/1/2007 0:00,Y,N,Y
-97.85,53.96666667,44083,NORWAY HOUSE,MB,MANITOBA,CAN,535800000,-975100000,CST,223.7,5062045,,,Aviation-Auto,,,,,,6/1/2005 0:00,9/23/2010 12:00,8/7/2005 10:00,9/23/2010 12:00,6/1/2005 0:00,9/23/2010 0:00,6/1/2005 0:00,11/1/2007 0:00,Y,N,Y
-106.7188892,52.17361111,47707,SASKATOON RCS,SK,SASKATCHEWAN,CAN,521025000,-1064308001,CST,504.1,4057165,POX,71496,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,12/2/2008 0:00,6/7/2022 12:30,12/2/2008 15:00,6/7/2022 12:30,12/2/2008 0:00,6/7/2022 0:00,,,Y,N,Y
-99.95194444,49.91,3471,BRANDON A,MB,MANITOBA,CAN,495436000,-995707000,CST,409.4,5010480,YBR,71140,Aviation-Staffed,A,1,1,,,1/1/1941 0:00,12/6/2012 12:00,1/1/1958 8:00,12/6/2012 12:00,7/1/1941 0:00,12/5/2012 0:00,1/1/1941 0:00,12/1/2012 0:00,N,Y,Y
-85.93388889,79.98916667,50737,EUREKA CLIMATE,NU,NUNAVUT,CAN,795921000,-855602000,CST,10,2401199,NEK,71613,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,12/10/2013 9:00,6/7/2022 12:30,12/10/2013 9:00,6/7/2022 12:30,9/22/2015 0:00,6/7/2022 0:00,,,Y,N,Y
-99.95222222,49.91,50821,BRANDON A,MB,MANITOBA,CAN,495436000,-995708000,CST,409.3,5010481,YBR,71140,Aviation-Staffed,,,,NAVCAN,NAV Canada,12/3/2012 11:00,6/7/2022 12:30,12/3/2012 11:00,6/7/2022 12:30,12/6/2012 0:00,6/7/2022 0:00,,,Y,N,Y
-91.90805556,50.11416667,51138,SIOUX LOOKOUT A,ON,ONTARIO,CAN,500651000,-915429000,CST,383.1,6037776,YXL,71842,Aviation-Staffed,,,,NAVCAN,NAV Canada,2/13/2013 9:00,6/7/2022 12:30,2/13/2013 9:00,6/7/2022 12:30,2/14/2013 0:00,6/7/2022 0:00,,,Y,N,Y
-62.57583333,46.45027778,41903,ST. PETERS,PE,PRINCE EDWARD ISLAND,CAN,462701000,-623433000,AST,29.7,8300562,ZSP,71310,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,8/14/2003 0:00,6/7/2022 12:30,8/14/2003 3:00,6/7/2022 12:30,8/14/2003 0:00,6/7/2022 0:00,1/1/2004 0:00,7/1/2007 0:00,Y,N,Y
-64.34613167,45.41333667,43183,PARRSBORO,NS,NOVA SCOTIA,CAN,452448012,-642046074,AST,30.9,8204402,APR,71493,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,11/1/2004 0:00,6/7/2022 12:30,11/1/2004 10:00,6/7/2022 12:30,11/1/2004 0:00,6/7/2022 0:00,11/1/2004 0:00,7/1/2007 0:00,Y,N,Y
-101.6819444,54.67805556,52961,FLIN FLON A,MB,MANITOBA,CAN,544041000,-1014055000,CST,304.2,5050973,YFO,,Aviation-Auto,,,,NAVCAN,NAV Canada,10/23/2014 13:00,6/7/2022 12:30,10/23/2014 13:00,6/7/2022 12:30,10/29/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-101.0911111,53.97138889,54279,THE PAS A,MB,MANITOBA,CAN,535817000,-1010528000,CST,270.6,5052882,YQD,71867,Aviation-Auto,,,,NAVCAN,NAV Canada,1/13/2016 8:00,6/7/2022 12:30,1/13/2016 8:00,6/7/2022 12:30,10/29/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-61.77805556,47.425,51139,ILES DE LA MADELEINE A,QC,QUEBEC,CAN,472530000,-614641000,AST,10.7,7053250,YGR,71709,Aviation-Staffed,,,,NAVCAN,NAV Canada,3/12/2013 10:00,6/7/2022 12:30,3/12/2013 10:00,6/7/2022 12:30,3/14/2013 0:00,10/29/2018 0:00,,,Y,N,Y
-59.18777778,55.07722222,53505,MAKKOVIK A,NL,NEWFOUNDLAND,CAN,550438000,-591116000,AST,70.4,8502588,YFT,,Aviation-Staffed,,,,NAVCAN,NAV Canada,3/12/2015 15:00,6/7/2022 12:30,3/12/2015 15:00,6/7/2022 12:30,,,,,N,N,Y
-57.04194444,53.6825,53958,CARTWRIGHT A,NL,NEWFOUNDLAND,CAN,534057000,-570231000,AST,14.3,8501106,YCA,71818,Aviation-Auto,,,,NAVCAN,NAV Canada,7/28/2015 5:00,6/7/2022 12:30,7/28/2015 5:00,6/7/2022 12:30,10/29/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-54,47.3,6557,ARGENTIA A,NL,NEWFOUNDLAND,CAN,471800000,-540000000,NST,15.5,8400102,,,N/A,F,1,7,,,1/1/1976 0:00,12/1/1986 0:00,5/1/1976 2:30,10/31/1986 18:30,5/1/1976 0:00,10/31/1986 0:00,1/1/1976 0:00,12/1/1986 0:00,Y,N,Y
-64.67861111,46.11222222,54282,MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,NB,NEW BRUNSWICK,CAN,460644000,-644043000,AST,70.7,8103202,YQM,,Aviation-Auto,,,,NAVCAN,NAV Canada,1/13/2016 10:00,6/7/2022 12:30,1/13/2016 10:00,6/7/2022 12:30,10/29/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-57.58083333,50.23583333,54638,DANIEL'S HARBOUR,NL,NEWFOUNDLAND,CAN,501409000,-573451000,AST,19,8401405,ADL,73024,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,7/19/2018 0:00,6/7/2022 12:30,7/19/2018 12:00,6/7/2022 12:30,7/19/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-60.00833333,43.93138889,54639,SABLE ISLAND,NS,NOVA SCOTIA,CAN,435553000,-600030000,AST,1.2,8204708,ASB,73025,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,10/29/2017 0:00,6/7/2022 12:30,10/29/2017 13:00,6/7/2022 12:30,10/29/2017 0:00,6/7/2022 0:00,,,Y,N,Y
-59.15472222,47.57388889,6693,PORT AUX BASQUES,NL,NEWFOUNDLAND,CAN,473426000,-590917000,NST,39.7,8402975,WZB,71197,Aviation-Auto,A,1,1,DND,Department of National Defence,1/1/1909 0:00,9/14/2017 8:30,6/1/1966 0:30,9/14/2017 8:30,2/1/1909 0:00,9/14/2017 0:00,1/1/1909 0:00,12/1/2007 0:00,Y,N,Y
-102.9666667,49.21666667,2896,ESTEVAN A,SK,SASKATCHEWAN,CAN,491300000,-1025800000,CST,580.3,4012400,,,Climate-Staffed,A,1,1,,,1/1/1944 0:00,2/12/2015 12:00,1/1/1953 0:00,2/12/2015 12:00,11/1/1944 0:00,2/11/2015 0:00,1/1/1944 0:00,2/1/2015 0:00,N,Y,Y
-55.6,51.36666667,6711,ST ANTHONY,NL,NEWFOUNDLAND,CAN,512200000,-553600000,NST,11.5,8403401,,,Climate-Staffed,C,1,4,,,1/1/1970 0:00,7/1/1996 2:30,10/5/1970 21:30,7/1/1996 2:30,10/1/1970 0:00,6/30/1996 0:00,1/1/1970 0:00,4/1/1996 0:00,Y,N,Y
-126.5431092,49.38330944,244,ESTEVAN POINT,BC,BRITISH COLUMBIA,CAN,492259914,-1263235193,PST,5.8,1032730,,,Climate-Staffed,A,1,1,CCG,Canadian Coast Guard,1/1/1908 0:00,6/6/2022 0:00,1/1/1953 4:00,3/30/1979 16:00,7/1/1908 0:00,6/6/2022 0:00,1/1/1908 0:00,2/1/2007 0:00,Y,Y,Y
-119.3777778,49.95722222,48369,KELOWNA,BC,BRITISH COLUMBIA,CAN,495726000,-1192240000,PST,433.1,1123939,YLW,71203,Aviation-Auto,,,,NAVCAN,NAV Canada,8/27/2009 11:00,6/7/2022 12:30,8/27/2009 11:00,6/7/2022 12:30,9/3/2009 0:00,6/7/2022 0:00,,,Y,N,Y
-130.4447222,54.28611111,48693,PRINCE RUPERT,BC,BRITISH COLUMBIA,CAN,541710000,-1302641000,PST,35.4,1066482,YPR,71022,Aviation-Auto,,,,NAVCAN,NAV Canada,6/3/2010 0:00,6/7/2022 12:30,6/3/2010 11:00,6/7/2022 12:30,6/3/2010 0:00,6/7/2022 0:00,,,Y,N,Y
-131.8131269,53.249445,50108,SANDSPIT AIRPORT AUTO,BC,BRITISH COLUMBIA,CAN,531458002,-1314847257,PST,6.5,1057051,VZP,71101,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,2/21/2012 7:00,6/7/2022 12:30,2/21/2012 7:00,6/7/2022 12:30,4/12/2013 0:00,6/7/2022 0:00,,,Y,N,Y
-127.3666667,50.68055556,51319,PORT HARDY A,BC,BRITISH COLUMBIA,CAN,504050000,-1272200000,PST,21.6,1026271,YZT,71109,Aviation-Staffed,,,,NAVCAN,NAV Canada,4/13/2013 0:00,6/7/2022 12:30,6/11/2013 6:00,6/7/2022 12:30,4/13/2013 0:00,6/7/2022 0:00,,,Y,N,Y
-123.1872361,49.1825,51357,VANCOUVER SEA ISLAND CCG,BC,BRITISH COLUMBIA,CAN,491057000,-1231114050,PST,2.1,1108380,VVR,71608,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,3/20/2013 6:00,6/7/2022 12:30,3/20/2013 6:00,6/7/2022 12:30,4/25/2013 0:00,6/7/2022 0:00,,,Y,N,Y
-117.6325,49.29638889,1105,CASTLEGAR A,BC,BRITISH COLUMBIA,CAN,491747000,-1173757000,PST,495.6,1141455,YCG,,Aviation-Staffed,A,1,1,CCN,Co-operative Climate Network,1/12/1954 7:00,6/6/2022 0:00,1/12/1954 7:00,5/16/2013 10:00,12/1/1965 0:00,6/6/2022 0:00,1/1/1966 0:00,2/1/2007 0:00,Y,Y,Y
-126.5958333,52.3875,52978,BELLA COOLA A,BC,BRITISH COLUMBIA,CAN,522315000,-1263545000,PST,35.7,1060848,YBD,,Aviation-Auto,,,,NAVCAN,NAV Canada,10/23/2014 11:00,6/7/2022 12:30,10/23/2014 11:00,6/7/2022 12:30,10/29/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-111.1172222,58.76722222,31608,FORT CHIPEWYAN AWOS A,AB,ALBERTA,CAN,584602000,-1110702000,MST,238,3072662,PCP,,Aviation-Auto,,,,,,1/1/2006 0:00,7/4/2016 16:00,1/1/2006 0:00,7/4/2016 16:00,1/1/2006 0:00,6/30/2011 0:00,,,Y,N,Y
-120.1830556,55.74222222,48208,DAWSON CREEK A,BC,BRITISH COLUMBIA,CAN,554432000,-1201059000,MST,654.7,1182289,YDQ,71471,Aviation-Auto,,,,NAVCAN,NAV Canada,8/27/2009 7:00,6/7/2022 12:30,8/27/2009 7:00,6/7/2022 12:30,9/3/2009 0:00,6/7/2022 0:00,,,Y,N,Y
-111.1172222,58.76722222,48975,FORT CHIPEWYAN,AB,ALBERTA,CAN,584602000,-1110702000,MST,238,3072655,YPY,71305,Aviation-Auto,,,,NAVCAN,NAV Canada,6/27/2011 7:00,6/7/2022 12:30,6/27/2011 7:00,6/7/2022 12:30,6/30/2011 0:00,6/7/2022 0:00,,,Y,N,Y
-118.1663889,50.95333333,1372,REVELSTOKE AIRPORT RD,BC,BRITISH COLUMBIA,CAN,505712000,-1180959000,PST,450,1176751,,,Climate-Staffed,C,1,4,,,1/1/1969 0:00,8/31/1999 0:00,12/1/1969 4:00,4/6/1999 15:00,12/1/1969 0:00,8/31/1999 0:00,1/1/1969 0:00,8/1/1999 0:00,Y,N,Y
-118.8847222,55.18,51422,GRANDE PRAIRIE A,AB,ALBERTA,CAN,551048000,-1185305000,MST,669,3072921,YQU,71940,Aviation-Staffed,,,,NAVCAN,NAV Canada,9/10/2013 9:00,6/7/2022 12:30,9/10/2013 9:00,6/7/2022 12:30,9/12/2013 0:00,6/7/2022 0:00,,,Y,N,Y
-113.8944444,52.18222222,51440,RED DEER REGIONAL A,AB,ALBERTA,CAN,521056000,-1135340000,MST,904.6,3025481,YQF,,Aviation-Staffed,,,,NAVCAN,NAV Canada,4/29/2014 10:00,12/2/2021 1:00,4/29/2014 10:00,12/2/2021 1:00,5/1/2014 0:00,12/2/2021 0:00,,,Y,N,Y
-116.9822222,51.29916667,52439,GOLDEN A,BC,BRITISH COLUMBIA,CAN,511757000,-1165856000,MST,784.9,1173209,YGE,,Aviation-Staffed,,,,NAVCAN,NAV Canada,8/5/2014 7:00,6/7/2022 12:30,8/5/2014 7:00,6/7/2022 12:30,,,,,N,N,Y
-115.7866667,54.14388889,52982,WHITECOURT A,AB,ALBERTA,CAN,540838000,-1154712000,MST,782.4,3057376,YZU,,Aviation-Auto,,,,NAVCAN,NAV Canada,10/23/2014 12:00,6/7/2022 12:30,10/23/2014 12:00,6/7/2022 12:30,10/29/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-122.0541667,52.18305556,664,WILLIAMS LAKE A,BC,BRITISH COLUMBIA,CAN,521059000,-1220315000,PST,939.7,1098940,YWL,71104,Aviation-Staffed,A,1,1,,,12/1/1960 0:00,12/6/2012 10:00,1/1/1961 0:00,12/6/2012 10:00,12/1/1960 0:00,12/5/2012 0:00,1/1/1961 0:00,12/1/2012 0:00,N,Y,Y
-128.6475,66.24055556,53580,FORT GOOD HOPE A,NT,NORTHWEST TERRITORIES,CAN,661426000,-1283851000,MST,81.4,2201406,YGH,,Aviation-Auto,,,,NAVCAN,NAV Canada,3/12/2015 12:00,6/7/2022 12:30,3/12/2015 12:00,6/7/2022 12:30,10/29/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-111.9619444,60.02027778,54218,FORT SMITH A,NT,NORTHWEST TERRITORIES,CAN,600113000,-1115743000,MST,205.1,2202203,YSM,,Aviation-Auto,,,,NAVCAN,NAV Canada,1/13/2016 7:00,6/7/2022 12:30,1/13/2016 7:00,6/7/2022 12:30,10/29/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-117.1638931,58.63139722,55118,HIGH LEVEL,AB,ALBERTA,CAN,583753030,-1170950015,MST,339,3073148,PHJ,73085,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,10/13/2020 0:00,6/7/2022 12:30,10/13/2020 23:00,6/7/2022 12:30,10/13/2020 0:00,6/7/2022 0:00,,,N,N,Y
-119.1935556,50.22330556,6837,VERNON CS,BC,BRITISH COLUMBIA,CAN,501323900,-1191136800,PST,482,1128581,,,Climate-Auto,F,1,7,,,1/1/1991 0:00,3/17/2008 22:00,2/1/1994 0:00,3/17/2008 22:00,6/1/1991 0:00,3/17/2008 0:00,1/1/1991 0:00,11/1/2006 0:00,Y,N,Y
-126.5431092,49.38330944,8040,ESTEVAN POINT CS,BC,BRITISH COLUMBIA,CAN,492259914,-1263235193,PST,5.8,1032731,WEB,71894,Climate-Auto,G,1,8,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,1/18/1993 0:00,6/7/2022 12:30,2/1/1994 0:00,6/7/2022 12:30,1/18/1993 0:00,6/7/2022 0:00,4/1/1997 0:00,2/1/2007 0:00,Y,N,Y
-136.2180556,66.98111111,8979,ROCK RIVER,YT,YUKON TERRITORY,CAN,665852000,-1361305000,PST,731,2100935,WRR,71506,Climate-Auto,G,1,8,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,2/1/1994 0:51,6/7/2022 12:30,2/1/1994 0:51,6/7/2022 12:30,2/27/1995 0:00,6/7/2022 0:00,,,Y,N,Y
-132.7333333,60.16666667,8985,TESLIN (AUT),YT,YUKON TERRITORY,CAN,601000000,-1324400000,PST,705,2101102,WZW,71045,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,12/2/1992 0:00,6/7/2022 12:30,2/1/1994 0:00,6/7/2022 12:30,12/2/1992 0:00,6/7/2022 0:00,10/1/2001 0:00,2/1/2007 0:00,Y,N,Y
-113.9972222,49.52055556,8791,PINCHER CREEK (AUT),AB,ALBERTA,CAN,493114000,-1135950000,MST,1189.6,3035206,PPX,,Aviation-Auto,G,1,8,,,12/9/1992 0:00,1/25/2012 9:00,3/1/1994 15:00,1/25/2012 9:00,12/9/1992 0:00,6/30/2011 0:00,1/1/2000 0:00,11/1/2007 0:00,Y,N,Y
-112.05,49.13333333,8804,MILK RIVER,AB,ALBERTA,CAN,490800000,-1120300000,MST,1050,3044533,WRY,71244,Climate-Auto,G,1,8,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,2/1/1994 0:00,6/7/2022 12:30,2/1/1994 0:00,6/7/2022 12:30,11/18/1994 0:00,6/7/2022 0:00,3/1/1996 0:00,11/1/2007 0:00,Y,N,Y
-111.1166667,58.76666667,10655,FORT CHIPEWYAN,AB,ALBERTA,CAN,584600000,-1110700000,MST,231.6,307KFNF,,,Climate-Auto,,,,,,8/17/1989 12:00,10/14/1993 7:00,8/17/1989 12:00,10/14/1993 7:00,,,,,N,N,Y
-123.4666667,60.23333333,10687,FORT LIARD,NT,NORTHWEST TERRITORIES,CAN,601400000,-1232800000,MST,213.4,2201579,WJL,71497,Climate-Auto,G,1,8,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,2/1/1994 0:00,6/7/2022 12:30,2/1/1994 0:00,6/7/2022 12:30,5/1/1996 0:00,6/7/2022 0:00,5/1/1996 0:00,9/1/2007 0:00,Y,N,Y
-110.4666667,49.11666667,10725,ONEFOUR CDA,AB,ALBERTA,CAN,490700000,-1102800000,MST,935,3044923,WOE,71116,Climate-Auto,F,1,7,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,2/1/1994 0:00,6/7/2022 12:30,2/1/1994 0:00,6/7/2022 12:30,3/22/1994 0:00,6/7/2022 0:00,4/1/1996 0:00,10/1/2007 0:00,Y,N,Y
-116.4808333,53.595,10793,EDSON A,AB,ALBERTA,CAN,533542000,-1162851000,MST,925.4,3062242,YET,71881,Aviation-Auto,G,1,8,,,12/1/1992 0:00,8/31/2007 0:00,2/10/1994 14:00,10/30/2006 7:00,12/1/1992 0:00,8/31/2007 0:00,5/1/1997 0:00,8/1/2007 0:00,Y,N,Y
-123.1218694,49.29535278,888,VANCOUVER HARBOUR CS,BC,BRITISH COLUMBIA,CAN,491743270,-1230718730,PST,2.5,1108446,WHC,71201,Climate-Auto,D,1,5,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,1/1/1925 0:00,6/7/2022 12:30,1/20/1976 7:00,6/7/2022 12:30,11/1/1925 0:00,6/7/2022 0:00,1/1/1925 0:00,2/1/2007 0:00,Y,N,Y
-120.4419444,50.70222222,42203,KAMLOOPS AUT,BC,BRITISH COLUMBIA,CAN,504208000,-1202631000,PST,345,1163842,ZKA,71741,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,4/1/2006 0:00,6/7/2022 12:30,4/18/2006 11:00,6/7/2022 12:30,4/1/2006 0:00,6/7/2022 0:00,4/1/2006 0:00,10/1/2006 0:00,Y,N,Y
-121.5819444,50.22444444,961,LYTTON,BC,BRITISH COLUMBIA,CAN,501328000,-1213455000,PST,225,1114739,WLY,,Aviation-Auto,G,1,9,,,1/1/1990 0:00,8/22/2013 10:00,2/1/1994 0:00,8/22/2013 10:00,3/1/1990 0:00,8/22/2013 0:00,1/1/1990 0:00,2/1/2007 0:00,Y,N,Y
-124.4968056,49.83455556,45807,POWELL RIVER,BC,BRITISH COLUMBIA,CAN,495004400,-1242948500,PST,125,1046392,VOP,71720,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,7/10/2007 0:00,6/7/2022 12:30,7/10/2007 14:00,6/7/2022 12:30,7/10/2007 0:00,6/7/2022 0:00,,,Y,N,Y
-122.7380556,50.30222222,46747,PEMBERTON AIRPORT (WIND),BC,BRITISH COLUMBIA,CAN,501808000,-1224417000,PST,203,1086081,WPN,,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,11/27/2007 23:00,6/7/2022 12:30,11/27/2007 23:00,6/7/2022 12:30,5/14/2018 0:00,6/7/2022 0:00,,,Y,N,Y
-122.5063908,53.02666889,48108,QUESNEL AIRPORT AUTO,BC,BRITISH COLUMBIA,CAN,530136008,-1223023007,PST,545.3,1096631,VQZ,71779,Climate-Auto,,,,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,8/19/2009 0:00,6/7/2022 12:30,8/19/2009 17:00,6/7/2022 12:30,8/19/2009 0:00,6/7/2022 0:00,,,Y,N,Y
-114.0047225,49.5216675,27218,PINCHER CREEK CLIMATE,AB,ALBERTA,CAN,493118003,-1140017001,MST,1190,3035208,PCK,71736,Climate-Auto,G,1,8,ECCC - MSC,Environment and Climate Change Canada - Meteorological Service of Canada,3/1/1996 0:00,6/7/2022 12:30,10/21/2010 8:00,6/7/2022 12:30,3/1/1996 0:00,6/7/2022 0:00,4/1/1996 0:00,11/1/2007 0:00,Y,N,Y
-69.62390167,61.04836,10245,QUAQTAQ A,QC,QUEBEC,CAN,610254096,-693726046,EST,32.3,7116272,YHA,,N/A,,,,DND,Department of National Defence,4/1/1989 8:00,10/8/2015 13:00,4/1/1989 8:00,10/8/2015 13:00,,,,,N,N,Y
